Order_Date,Category,Sub-Category,Product_Name,Customer_Name,Region,Sales,Profit,Profit_Margin,Quantity
2025-08-11,Furniture,Table,Table Officiis,Navya Sagar,East,241512.0,58217.31,24.105348802543972,4
2024-04-19,Electronics,Mobile,Mobile Numquam,Kismat Rao,East,187898.6,32101.02,17.084225215089415,4
2025-06-07,Clothing,Kids Wear,Kids Wear Necessitatibus,Manikya Ravel,North,140425.2,22250.51,15.845097603564028,2
2024-04-06,Clothing,Kids Wear,Kids Wear Tempore,Zaina Sengupta,West,60488.4,3572.45,5.90600842475582,3
2024-07-19,Kitchen,Microwave,Microwave Adipisci,Pranay Ravel,West,147501.0,16861.69,11.431576735072982,5
2025-05-07,Beauty,Face Cream,Face Cream Debitis,Ritvik Thakur,East,39337.6,2154.99,5.478193890832181,1
2025-02-27,Home Decor,Lamp,Lamp Magni,Divit Sant,South,278332.5,25278.29,9.082047551040572,5
2024-05-15,Books,Textbook,Textbook Doloribus,Elakshi Kulkarni,South,231328.0,17534.93,7.580115679900401,4
2025-07-10,Home Decor,Clock,Clock Dignissimos,Ritvik Verma,West,126315.0,15891.61,12.58093654752009,5
2024-06-08,Electronics,Camera,Camera Delectus,Prerak Koshy,South,189412.0,42457.61,22.41548053977573,5
2023-12-07,Clothing,Kids Wear,Kids Wear Porro,Nitara Dora,West,56116.8,7022.51,12.514095600604453,2
2025-05-19,Toys,Doll,Doll Impedit,Sumer Date,West,35844.45,5051.94,14.094064771533668,1
2024-04-09,Kitchen,Juicer,Juicer Quas,Rasha Samra,West,39904.95,4009.82,10.048427576027537,3
2024-03-05,Kitchen,Refrigerator,Refrigerator Accusamus,Darshit Contractor,East,27668.8,4998.79,18.066522581391315,1
2025-08-02,Beauty,Foundation,Foundation Iusto,Umang Ramanathan,South,20064.0,1988.7,9.911782296650717,2
2023-10-19,Sports,Cricket Bat,Cricket Bat Optio,Reyansh Sachdeva,East,58082.2,8013.51,13.796843094786357,4
2024-02-20,Clothing,Men's Wear,Men's Wear Perferendis,Mahika Banerjee,West,7346.55,1261.95,17.177450640096374,3
2025-09-17,Sports,Tennis Racket,Tennis Racket Earum,Kabir Ganesh,South,110049.9,21137.29,19.20700518582934,3
2025-03-05,Beauty,Face Cream,Face Cream Aliquam,Pari Sood,West,237000.4,52874.6,22.3099201520335,4
2025-03-18,Furniture,Bed,Bed Perferendis,Dharmajan Rajagopal,South,2715.75,232.76,8.57074472981681,1
2024-07-30,Kitchen,Mixer Grinder,Mixer Grinder A,Mehul Bali,East,90529.2,18550.78,20.491487829341253,2
2024-04-28,Home Decor,Vase,Vase Eveniet,Adah Bath,South,307933.75,29043.49,9.431733286786525,5
2025-04-11,Kitchen,Microwave,Microwave Ea,Anaya Banik,South,206346.0,27708.9,13.428367886947168,5
2025-01-23,Sports,Tennis Racket,Tennis Racket Repellendus,Yakshit Kuruvilla,South,14734.0,3181.88,21.595493416587487,2
2024-01-08,Clothing,Accessories,Accessories Dolorem,Himmat Choudhary,West,12030.4,2409.33,20.02701489559782,1
2024-12-19,Furniture,Cabinet,Cabinet Ducimus,Samiha Kar,North,3884.8,607.5,15.637870675453048,2
2024-05-30,Groceries,Sugar,Sugar Dolore,Divij Doctor,North,226933.0,29138.95,12.840331727866817,5
2024-09-12,Home Decor,Vase,Vase Asperiores,Pari Thaker,West,42439.65,7282.38,17.15937808158173,1
2024-10-14,Home Decor,Vase,Vase Rem,Indrajit Buch,East,17419.5,1304.37,7.487987600103333,5
2024-10-26,Kitchen,Juicer,Juicer Dolor,Vanya Vohra,South,215235.0,52434.28,24.361409622041023,5
2025-09-19,Clothing,Kids Wear,Kids Wear Culpa,Ryan Savant,East,28197.0,1498.62,5.314820725609107,3
2024-06-15,Electronics,Camera,Camera Consequatur,Mishti Sangha,East,358938.5,76355.62,21.272619125560503,5
2024-09-04,Toys,RC Car,RC Car Sequi,Anay Sandhu,North,285316.0,44267.62,15.51529532167842,4
2025-04-09,Electronics,Laptop,Laptop Similique,Madhup Saxena,North,249346.8,39813.41,15.967082793923968,4
2025-03-26,Kitchen,Microwave,Microwave Quos,Darshit Tella,West,124326.9,16812.12,13.522512022740049,3
2024-08-28,Books,Textbook,Textbook Provident,Shlok Rau,North,7971.3,1877.65,23.555129025378545,1
2024-07-07,Groceries,Spices,Spices Quibusdam,Oorja Khare,West,194304.0,22133.9,11.391376399868248,4
2025-09-23,Furniture,Table,Table Harum,Amani Sachar,East,67962.6,14779.28,21.74619570175361,4
2024-05-19,Sports,Yoga Mat,Yoga Mat Est,Kimaya Agate,North,1591.2,132.58,8.332076420311715,3
2025-06-25,Electronics,Headphones,Headphones Inventore,Vihaan Cheema,West,90477.6,6098.02,6.73981184293129,3
2024-08-16,Groceries,Spices,Spices Eum,Vanya Magar,North,51059.2,11797.61,23.105747837803964,2
2024-04-11,Furniture,Table,Table Autem,Elakshi Mann,West,64016.7,10646.6,16.630972855520515,3
2024-12-04,Home Decor,Wall Art,Wall Art Laborum,Jayesh Lall,North,35422.0,7166.34,20.2313251651516,2
2023-11-05,Electronics,Smartwatch,Smartwatch Minus,Ivana Talwar,West,66719.7,15381.82,23.05439023256999,3
2025-09-19,Books,Textbook,Textbook Facere,Shamik Sundaram,West,75081.6,13110.95,17.462267719387974,3
2025-02-08,Sports,Tennis Racket,Tennis Racket Dicta,Rati Handa,North,191142.0,22835.87,11.947070764143934,5
2024-01-31,Kitchen,Refrigerator,Refrigerator Aut,Urvi Chada,East,49302.55,10199.98,20.688544507332782,1
2023-10-25,Clothing,Men's Wear,Men's Wear Tempore,Ivana Mann,South,162763.2,34700.67,21.319727063611428,3
2023-11-14,Kitchen,Refrigerator,Refrigerator Id,Faiyaz Andra,West,74833.4,17454.37,23.32430438814754,4
2024-11-01,Beauty,Foundation,Foundation In,Siya Dhillon,South,42935.4,7885.48,18.365917168583497,2
2025-08-16,Electronics,Laptop,Laptop Sit,Saksham Mani,South,12992.0,1717.93,13.222983374384237,1
2024-12-07,Electronics,Laptop,Laptop Vel,Onkar Bhasin,South,129669.3,31511.19,24.301195425594184,3
2024-07-14,Furniture,Chair,Chair Illum,Dhanush Cheema,South,39728.0,3975.66,10.00719895287958,1
2025-01-24,Groceries,Oil,Oil Cumque,Trisha Ram,West,10375.0,2097.99,20.22159036144578,5
2025-02-05,Electronics,Mobile,Mobile At,Hiran Jani,West,117993.8,19323.02,16.37630112768637,2
2025-10-02,Kitchen,Mixer Grinder,Mixer Grinder Illo,Ela Yadav,South,81936.0,6887.13,8.40549941417692,5
2023-12-29,Clothing,Women's Wear,Women's Wear Magni,Jiya Sankar,South,348650.0,69633.16,19.972224293704286,5
2024-10-22,Electronics,Headphones,Headphones Accusantium,Diya Jha,North,257524.5,18555.34,7.205271731427495,5
2024-08-31,Books,Fiction,Fiction Aut,Neelofar Goyal,East,139626.0,31459.66,22.53137667769613,2
2024-08-20,Groceries,Oil,Oil Laboriosam,Ehsaan Gokhale,South,26778.0,4695.38,17.53446859362163,1
2024-01-13,Books,Non-Fiction,Non-Fiction Doloribus,Damini Rout,East,100274.4,8709.55,8.685716394214275,2
2024-12-06,Kitchen,Cookware Set,Cookware Set Blanditiis,Neelofar Warrior,North,279892.8,17589.47,6.284359583383353,4
2024-05-24,Electronics,Laptop,Laptop Error,Azad Sawhney,West,329773.5,71073.74,21.55228967761206,5
2025-06-03,Home Decor,Lamp,Lamp Deserunt,Tara Raju,North,63918.4,11228.51,17.56694472953015,1
2024-06-08,Clothing,Shoes,Shoes Nam,Riaan Vala,South,197497.4,48624.81,24.620481079750924,4
2024-11-21,Groceries,Sugar,Sugar Voluptas,Gatik Banerjee,South,131204.0,10020.28,7.637175695862932,5
2024-11-11,Electronics,Headphones,Headphones Nam,Nirvaan Bhardwaj,West,16681.6,2362.07,14.159732879340115,1
2025-05-04,Electronics,Laptop,Laptop Placeat,Trisha Sankaran,East,6736.25,1648.68,24.474744850621637,5
2023-11-06,Home Decor,Cushion,Cushion Corrupti,Damini Bala,West,17787.6,1038.98,5.841035327981291,3
2025-06-01,Kitchen,Mixer Grinder,Mixer Grinder Sit,Anay Wason,South,14488.2,812.7,5.6093924711144245,2
2024-12-06,Kitchen,Cookware Set,Cookware Set Dolor,Zoya Joshi,North,160286.2,33283.48,20.76503154981527,4
2024-03-16,Home Decor,Wall Art,Wall Art Porro,Jivin Chanda,East,104512.0,19138.84,18.312576546233924,5
2025-09-01,Toys,Board Game,Board Game Error,Samiha Buch,South,111379.5,26522.0,23.8122814341957,5
2024-08-12,Electronics,Camera,Camera Doloremque,Hansh Rajagopal,West,28628.8,4511.67,15.759200525345108,1
2024-04-29,Kitchen,Mixer Grinder,Mixer Grinder Officiis,Nirvaan Arora,North,4438.7,849.33,19.134656543582583,2
2024-12-26,Groceries,Sugar,Sugar Rem,Oorja Varma,North,30527.75,4948.74,16.210628035148346,5
2024-04-26,Books,Textbook,Textbook Alias,Abram Rout,West,85666.4,4933.32,5.758757225703427,4
2025-01-21,Clothing,Women's Wear,Women's Wear Illo,Divij Tank,West,62499.0,13726.38,21.96255940095041,3
2024-04-24,Beauty,Lipstick,Lipstick Voluptatum,Madhav Mand,West,58072.8,9932.48,17.103497678775604,1
2025-07-12,Books,Biography,Biography Reiciendis,Riaan Ray,North,167571.0,15138.13,9.033860274152449,3
2023-12-04,Sports,Yoga Mat,Yoga Mat Officia,Urvi Amble,West,158885.0,28450.38,17.906271831828054,5
2025-07-10,Home Decor,Lamp,Lamp Eum,Ranbir Acharya,East,217804.0,26421.01,12.13063580099539,4
2025-06-10,Electronics,Headphones,Headphones Quo,Riaan Doctor,East,48618.15,5086.73,10.462615299018987,1
2024-03-13,Electronics,Headphones,Headphones Laboriosam,Nitya Dora,East,127129.0,11643.35,9.15868920545273,2
2024-01-31,Toys,RC Car,RC Car Aliquid,Pari Sangha,East,9456.0,692.86,7.327199661590525,3
2025-02-19,Groceries,Spices,Spices Quia,Zara Singh,East,152740.0,20338.58,13.315817729474928,2
2024-03-08,Electronics,Mobile,Mobile Sint,Hazel Bawa,East,206024.6,30673.95,14.88848904451216,4
2023-12-16,Kitchen,Cookware Set,Cookware Set Deleniti,Shayak Bora,West,180513.9,18852.37,10.443722062400735,3
2025-01-19,Sports,Dumbbells,Dumbbells Asperiores,Heer Chatterjee,North,125907.3,30852.36,24.50402796343024,2
2024-10-25,Toys,RC Car,RC Car Illo,Kiara Saraf,North,14051.2,3117.82,22.188994534274652,1
2024-09-25,Sports,Yoga Mat,Yoga Mat Voluptate,Taran Chaudhary,North,76783.75,14622.8,19.04413368714083,5
2024-12-05,Furniture,Sofa,Sofa Explicabo,Aniruddh Varghese,North,115153.75,8987.42,7.8047132637886305,5
2024-05-20,Home Decor,Wall Art,Wall Art Sequi,Biju Edwin,North,44769.0,3643.06,8.13746118966249,3
2024-06-11,Beauty,Foundation,Foundation Dolor,Jhanvi Solanki,West,154508.0,11516.25,7.453497553524737,2
2025-01-05,Home Decor,Vase,Vase Iure,Piya Kothari,East,53784.0,6554.39,12.186505280380782,4
2025-05-24,Beauty,Face Cream,Face Cream In,Ishaan Kibe,West,316504.0,60652.87,19.163381821398783,4
2025-04-03,Electronics,Laptop,Laptop Quo,Devansh Ramakrishnan,East,71979.6,13732.53,19.0783638697631,3
2023-12-07,Furniture,Chair,Chair Sequi,Nishith Saxena,East,90924.0,9872.31,10.85776032730632,2
2024-02-18,Toys,Board Game,Board Game Praesentium,Ivan Vig,South,135936.9,32641.68,24.01237633048863,3
2024-10-06,Kitchen,Refrigerator,Refrigerator Illo,Vardaniya Hegde,East,35866.4,3599.51,10.035883166417594,1
2025-02-24,Sports,Dumbbells,Dumbbells Repellat,Neelofar Mani,East,67662.8,6064.12,8.96226582405694,4
2024-01-13,Books,Textbook,Textbook Beatae,Divit Swaminathan,East,20274.0,1362.93,6.722551050606689,2
2024-10-15,Groceries,Oil,Oil Voluptates,Urvi Babu,South,40378.4,4711.95,11.66948170308878,1
2025-02-11,Kitchen,Cookware Set,Cookware Set Harum,Darshit Agrawal,West,21500.0,3932.93,18.292697674418605,4
2024-09-08,Clothing,Kids Wear,Kids Wear Deleniti,Abram Aggarwal,South,8998.4,1891.32,21.018403271692744,4
2024-12-08,Books,Textbook,Textbook Omnis,Tejas Bora,North,174705.0,33211.51,19.010051229214962,5
2025-04-06,Beauty,Face Cream,Face Cream Aliquid,Vedika Grewal,East,144976.0,19542.8,13.480024279880807,5
2025-08-25,Groceries,Sugar,Sugar Architecto,Devansh Raval,East,46447.2,9734.3,20.95777571091476,4
2025-08-02,Clothing,Men's Wear,Men's Wear Quae,Divyansh Arya,East,110040.0,16479.91,14.97629043984006,4
2024-01-19,Clothing,Kids Wear,Kids Wear Error,Tejas Amble,South,2448.15,219.73,8.97534873271654,1
2025-06-13,Kitchen,Refrigerator,Refrigerator Corporis,Zeeshan D’Alia,East,5608.8,863.21,15.390279560690342,2
2025-09-24,Clothing,Women's Wear,Women's Wear Hic,Ishita Basu,West,324670.25,54862.51,16.89791719444575,5
2023-10-08,Furniture,Sofa,Sofa Repellat,Baiju Soni,East,289868.75,29163.34,10.060877552340498,5
2025-10-01,Home Decor,Lamp,Lamp Voluptas,Romil Gandhi,West,21438.0,3306.51,15.423593618807727,3
2024-05-01,Kitchen,Mixer Grinder,Mixer Grinder Architecto,Anvi Reddy,South,23784.2,4808.18,20.215857586128607,1
2025-06-10,Groceries,Rice,Rice Tenetur,Tejas Vora,North,186736.5,26730.69,14.314657284462328,5
2024-06-18,Books,Non-Fiction,Non-Fiction Labore,Alisha Bail,East,210767.0,40763.03,19.340328419534366,4
2024-07-29,Books,Non-Fiction,Non-Fiction Vitae,Samaira Gokhale,East,19231.8,1600.32,8.321217982716126,1
2024-10-05,Furniture,Cabinet,Cabinet Harum,Ivan Mane,East,63299.5,5113.83,8.078784192608156,2
2024-03-10,Toys,Doll,Doll Veniam,Adira Dutta,South,39852.0,2346.71,5.888562681923116,5
2024-03-13,Sports,Dumbbells,Dumbbells Unde,Raghav Wali,East,1537.65,263.86,17.159951874613856,3
2025-08-19,Toys,Doll,Doll Sint,Taran Sengupta,South,277552.0,24830.38,8.94620827808843,5
2025-02-01,Home Decor,Lamp,Lamp Dolorum,Hunar Verma,West,98953.6,23609.13,23.858788361413836,4
2024-05-19,Groceries,Wheat,Wheat Autem,Anay Sharaf,North,155873.7,23254.14,14.918578310516784,3
2025-07-18,Beauty,Face Cream,Face Cream Laboriosam,Diya Divan,North,196956.0,33194.73,16.85388106988363,3
2024-01-28,Sports,Tennis Racket,Tennis Racket Eos,Akarsh Sastry,East,32262.6,1739.76,5.392497814807238,4
2024-11-26,Toys,Action Figure,Action Figure Et,Himmat Rout,South,123979.2,9231.41,7.445934479332017,3
2024-01-16,Clothing,Accessories,Accessories Pariatur,Miraya Amble,North,30735.0,1988.87,6.471026517000163,1
2025-09-03,Sports,Tennis Racket,Tennis Racket Doloribus,Siya Garde,South,52781.0,4085.32,7.740133760254637,1
2024-12-12,Toys,RC Car,RC Car Labore,Vihaan Choudhry,East,67599.15,9600.1,14.201509930228415,1
2024-07-19,Home Decor,Wall Art,Wall Art Sed,Riaan Dutt,South,66212.1,12024.74,18.160940371925978,1
2024-04-06,Groceries,Oil,Oil Delectus,Zaina Bora,East,37821.6,9189.21,24.29619582460816,3
2025-06-16,Kitchen,Juicer,Juicer Tempora,Farhan Kari,North,53687.7,8755.04,16.307347865525998,3
2023-11-30,Furniture,Cabinet,Cabinet Ab,Siya Mann,West,106306.95,9053.89,8.516743260906273,3
2024-08-17,Furniture,Bed,Bed Minus,Pihu Karpe,North,32413.05,7330.4,22.61558230404112,3
2025-09-27,Groceries,Spices,Spices Quidem,Aaryahi Issac,East,98286.0,9884.97,10.057353030950491,2
2024-05-22,Books,Comics,Comics Qui,Aayush Sur,North,158786.8,19939.77,12.557574055274118,4
2023-12-19,Furniture,Cabinet,Cabinet Aperiam,Siya Warrior,East,7817.0,588.04,7.522578994499169,1
2024-04-01,Books,Comics,Comics Placeat,Ehsaan Bhattacharyya,West,130094.9,7882.32,6.058900079864776,2
2024-06-05,Home Decor,Clock,Clock Ab,Stuvan Dutt,South,112394.0,22487.52,20.00775842126804,2
2024-06-17,Beauty,Face Cream,Face Cream Consequatur,Jivin Sani,South,61592.7,7626.36,12.381921883599842,3
2024-07-27,Books,Biography,Biography Maxime,Oorja Hegde,North,134181.0,24989.79,18.62394079638697,5
2024-03-01,Beauty,Foundation,Foundation Facere,Yuvaan Sarraf,West,66986.4,9414.83,14.05483799696655,4
2025-09-28,Clothing,Women's Wear,Women's Wear Officiis,Dishani Bhatt,East,9133.0,813.5,8.907259389028797,1
2024-04-20,Electronics,Headphones,Headphones Voluptas,Saira Dubey,South,41292.7,9099.24,22.03595308613871,2
2024-01-22,Beauty,Face Cream,Face Cream Unde,Indranil Guha,North,44816.4,8961.81,19.99671995073232,2
2024-12-29,Groceries,Wheat,Wheat Suscipit,Dhanush Yogi,North,281396.0,35694.42,12.684764531123399,5
2024-05-03,Beauty,Perfume,Perfume Temporibus,Kaira Dass,North,47840.55,10518.95,21.987518956199292,1
2025-08-16,Toys,Action Figure,Action Figure Accusantium,Hansh Varty,West,97600.5,7876.06,8.06969226592077,5
2023-10-07,Home Decor,Lamp,Lamp Reiciendis,Emir Talwar,South,74442.0,10036.39,13.482160608258779,2
2024-12-07,Electronics,Laptop,Laptop Ducimus,Elakshi Sama,East,46673.5,9053.75,19.398052428037325,2
2024-10-02,Sports,Dumbbells,Dumbbells Cupiditate,Oorja Kunda,East,81615.6,7327.38,8.977915986649611,3
2025-04-17,Beauty,Perfume,Perfume Quasi,Nitya Deo,South,96211.8,22143.06,23.014910852930722,2
2024-06-24,Furniture,Bed,Bed Vel,Keya Kalla,West,163684.0,32116.72,19.621172503115762,4
2024-09-01,Toys,Doll,Doll Cumque,Anaya Chahal,East,47825.0,3407.88,7.125729221118663,5
2025-07-07,Furniture,Bed,Bed Reprehenderit,Rati Yogi,South,63235.75,14639.26,23.15029077697347,1
2025-04-10,Clothing,Men's Wear,Men's Wear Dolor,Jayant Dhar,West,36931.2,2055.42,5.565538081622043,3
2024-10-18,Books,Non-Fiction,Non-Fiction Molestiae,Tara Kala,East,121708.95,27820.32,22.858072475360274,3
2024-04-04,Beauty,Foundation,Foundation Aut,Mehul Roy,South,45068.7,6665.96,14.790664030690925,1
2024-06-05,Clothing,Men's Wear,Men's Wear Ad,Shamik Vyas,North,130842.0,6607.11,5.0496858806805145,4
2024-06-29,Clothing,Shoes,Shoes Officia,Kiaan Venkataraman,West,120044.85,18629.53,15.518808178776514,3
2024-11-02,Sports,Yoga Mat,Yoga Mat Incidunt,Adah Gokhale,North,37775.2,6868.87,18.183543700628984,1
2024-12-21,Electronics,Camera,Camera Perspiciatis,Shalv Bhattacharyya,West,35901.9,4003.9,11.152334556109844,3
2023-10-14,Kitchen,Cookware Set,Cookware Set Neque,Vivaan Sastry,South,61936.0,10861.3,17.536327822268145,4
2025-01-03,Furniture,Bed,Bed Temporibus,Kartik Tara,West,54119.5,11378.3,21.024399708053473,2
2024-02-08,Kitchen,Refrigerator,Refrigerator Ipsa,Himmat Zachariah,North,108240.0,24320.48,22.469031781226903,5
2024-03-03,Beauty,Lipstick,Lipstick Debitis,Bhamini Sane,South,184990.6,17654.64,9.543533563327,4
2025-05-05,Home Decor,Lamp,Lamp Culpa,Stuvan Hans,South,20244.0,5010.18,24.748962655601662,1
2025-07-24,Furniture,Bed,Bed Blanditiis,Hiran Karpe,West,177508.8,37651.0,21.210779409246193,4
2025-09-27,Sports,Football,Football Eius,Vanya Iyer,South,25617.0,5013.92,19.57262755201624,1
2024-04-25,Furniture,Sofa,Sofa Vitae,Mannat Sodhi,North,278347.5,45876.9,16.48187966480748,5
2024-02-25,Kitchen,Refrigerator,Refrigerator Sunt,Hunar Deo,East,164115.45,18208.24,11.094775050124776,3
2025-04-17,Electronics,Mobile,Mobile Itaque,Romil Devan,West,32766.0,5368.42,16.384117682964046,3
2024-12-11,Furniture,Bed,Bed Laudantium,Vivaan Sheth,East,137932.8,26664.84,19.331761553452118,3
2025-04-25,Clothing,Shoes,Shoes Est,Aarav Kaur,East,288900.0,67695.04,23.431997230875734,5
2025-01-29,Kitchen,Mixer Grinder,Mixer Grinder Nobis,Ishita Lall,East,92454.0,11781.54,12.74313712765267,4
2025-06-15,Beauty,Face Cream,Face Cream Voluptatum,Hrishita Sankar,West,267065.75,14465.93,5.416617443457277,5
2024-08-18,Sports,Dumbbells,Dumbbells Mollitia,Nirvaan Lad,South,168564.0,31098.14,18.44886215324743,4
2024-11-25,Toys,Doll,Doll Repellat,Himmat Bhagat,East,65484.0,3895.12,5.948201087288497,3
2024-06-16,Furniture,Sofa,Sofa Nam,Damini Acharya,West,12596.8,2502.94,19.869649434777088,2
2024-03-04,Home Decor,Clock,Clock Perferendis,Kimaya Ganguly,West,114362.9,7027.29,6.1447287538178905,2
2024-12-15,Electronics,Headphones,Headphones Facilis,Fateh Brahmbhatt,East,124940.8,8951.74,7.1647852422907485,2
2025-08-11,Electronics,Smartwatch,Smartwatch Optio,Anahi Bandi,East,43318.0,6694.07,15.45332194468812,1
2025-01-23,Books,Fiction,Fiction Aperiam,Biju Kadakia,South,28876.0,5234.13,18.126229394653,4
2024-04-23,Electronics,Mobile,Mobile Autem,Nirvaan Bhattacharyya,West,7452.75,1657.72,22.243064640568917,3
2023-12-31,Clothing,Shoes,Shoes Quo,Bhamini Rout,West,31845.6,2450.87,7.696102444293718,4
2024-06-19,Clothing,Accessories,Accessories Veritatis,Aarush Kalla,East,100716.0,16412.52,16.295841772905995,3
2025-09-27,Furniture,Table,Table Beatae,Navya Sagar,East,70049.2,17488.16,24.96553850722064,2
2025-02-18,Kitchen,Juicer,Juicer Necessitatibus,Nehmat Date,West,166182.3,28718.27,17.281184578622394,3
2024-09-03,Clothing,Men's Wear,Men's Wear Similique,Vaibhav Gokhale,North,95488.0,18486.04,19.359542560321717,4
2025-07-03,Books,Fiction,Fiction Impedit,Lakshay Johal,West,171689.8,26317.16,15.328318863438598,4
2023-10-15,Sports,Yoga Mat,Yoga Mat Quam,Aaina Ganguly,South,14384.0,2803.41,19.489780311457174,4
2023-10-18,Electronics,Headphones,Headphones Minus,Jivin Chauhan,West,43326.0,8066.39,18.617896874855745,1
2024-06-03,Kitchen,Microwave,Microwave Neque,Himmat Mannan,North,88210.8,18676.64,21.172736218240846,2
2025-05-22,Toys,Action Figure,Action Figure Amet,Riaan Mannan,South,301772.0,15437.13,5.115494479275744,4
2024-08-09,Groceries,Rice,Rice Dignissimos,Samar Ghosh,West,69712.8,7430.39,10.658573461401637,3
2025-04-17,Electronics,Camera,Camera Atque,Rohan Ramachandran,North,115785.0,23937.05,20.673705574988123,2
2025-10-01,Groceries,Sugar,Sugar Aspernatur,Ela Dave,East,29157.0,1887.58,6.473848475494735,1
2024-07-31,Furniture,Table,Table Quae,Yuvaan Din,East,7259.0,925.64,12.75161868025899,1
2024-05-07,Kitchen,Cookware Set,Cookware Set Esse,Kiaan Virk,West,41542.4,9694.35,23.336037397935602,4
2025-03-30,Toys,Doll,Doll Eveniet,Tejas Kaur,South,67075.0,4915.7,7.328661945583302,1
2024-02-15,Books,Comics,Comics Quasi,Vaibhav Ratta,West,50751.8,4972.28,9.79724857049405,4
2025-09-07,Kitchen,Microwave,Microwave Perferendis,Ishaan Dube,South,72156.0,8623.32,11.950939630799933,3
2025-04-11,Groceries,Rice,Rice Voluptatem,Akarsh Dora,East,35020.8,6311.7,18.022717927631575,3
2024-01-21,Toys,Doll,Doll Accusamus,Aarna Doshi,West,34876.8,2317.16,6.643843471878153,2
2024-02-22,Books,Textbook,Textbook Distinctio,Jayan Dayal,East,44076.6,5989.51,13.588865747358009,2
2025-04-08,Toys,Action Figure,Action Figure Sunt,Trisha Bhargava,North,98009.6,15014.9,15.319825812981582,4
2025-03-11,Toys,Puzzle,Puzzle Corrupti,Anika Varghese,West,262636.0,33936.98,12.921678673144582,4
2023-12-13,Clothing,Shoes,Shoes Consectetur,Mehul Dutt,East,161542.75,31954.32,19.78072058325118,5
2024-04-14,Electronics,Camera,Camera Magni,Ritvik Sandhu,East,233161.6,24178.72,10.369940847892622,4
2025-04-18,Furniture,Bed,Bed Commodi,Shayak Dhawan,East,248410.75,59977.87,24.144635447540015,5
2025-01-26,Clothing,Accessories,Accessories Rem,Rati Singhal,North,20613.6,2863.97,13.893594520122637,3
2024-09-27,Clothing,Women's Wear,Women's Wear Doloremque,Trisha Srivastava,East,4555.0,459.14,10.079912184412732,1
2024-07-12,Home Decor,Lamp,Lamp Commodi,Biju Gupta,East,39330.4,9394.41,23.885874539796188,1
2023-12-09,Electronics,Smartwatch,Smartwatch Odit,Mahika Kakar,East,16252.0,3580.22,22.02941176470588,4
2025-03-26,Clothing,Women's Wear,Women's Wear Suscipit,Reyansh Sarna,East,5043.9,876.72,17.381787902218523,2
2024-12-10,Clothing,Women's Wear,Women's Wear Deserunt,Dhruv Kata,North,133798.5,25623.16,19.150558489071255,5
2025-03-27,Sports,Dumbbells,Dumbbells A,Trisha Ram,North,71696.5,13877.65,19.356105249210213,1
2024-06-19,Sports,Yoga Mat,Yoga Mat Consectetur,Alisha Doctor,North,3876.0,360.92,9.311661506707946,2
2024-12-09,Toys,Action Figure,Action Figure Velit,Keya Walia,North,70668.6,8123.08,11.494610053121187,1
2024-01-12,Books,Biography,Biography Ex,Yashvi Brahmbhatt,West,50224.0,11860.63,23.615462726983115,1
2024-08-15,Furniture,Chair,Chair Magnam,Nirvaan Talwar,South,40663.8,6341.66,15.595345245648462,2
2024-01-26,Books,Biography,Biography Dignissimos,Aaryahi Lata,West,13776.0,1016.55,7.37913763066202,1
2025-06-15,Beauty,Shampoo,Shampoo Voluptate,Raghav Mammen,East,13603.2,1038.67,7.635482827569984,3
2024-05-21,Electronics,Headphones,Headphones Non,Aarush Mandal,North,139612.5,12103.4,8.669281045751633,3
2024-07-11,Clothing,Shoes,Shoes Natus,Arnav Buch,East,26763.1,6185.87,23.113428563955594,2
2024-10-31,Kitchen,Microwave,Microwave Voluptates,Dhanuk Bhardwaj,East,222774.8,23397.89,10.502933904552938,4
2024-04-17,Groceries,Rice,Rice Vel,Myra Randhawa,East,189178.25,28616.27,15.126617356910742,5
2025-07-13,Books,Textbook,Textbook Delectus,Riaan Lad,West,155250.0,38493.68,24.794640901771338,5
2025-03-06,Beauty,Foundation,Foundation Alias,Ryan Boase,South,72741.3,14133.28,19.429512532770243,2
2024-11-27,Books,Textbook,Textbook Numquam,Eshani Mann,East,321593.25,40730.55,12.66523784314503,5
2025-07-07,Home Decor,Wall Art,Wall Art Quis,Aarush Jani,South,124450.0,14004.36,11.253001205303335,2
2025-03-10,Electronics,Camera,Camera Explicabo,Anvi Trivedi,North,174742.4,29651.53,16.968709368762248,4
2025-04-30,Beauty,Perfume,Perfume Accusamus,Anahita Krishna,South,49386.0,11058.84,22.39266188798445,2
2023-10-09,Groceries,Sugar,Sugar Voluptates,Dharmajan Gole,West,368275.0,89688.44,24.353659629353068,5
2025-01-29,Books,Biography,Biography At,Diya Sarraf,South,57531.6,5108.01,8.878616273491438,3
2023-11-22,Beauty,Shampoo,Shampoo Molestiae,Misha Salvi,East,50806.8,9230.57,18.16798145130179,1
2024-08-05,Home Decor,Vase,Vase A,Alisha Walla,North,91874.4,9971.38,10.853273599609901,3
2025-03-25,Home Decor,Vase,Vase Aut,Alisha Mannan,West,122155.75,15578.29,12.752809425671735,5
2024-09-10,Beauty,Shampoo,Shampoo Quisquam,Myra Dalal,North,110880.0,20590.35,18.569940476190474,2
2024-05-13,Toys,Board Game,Board Game Veniam,Shayak Bandi,West,14101.5,753.61,5.3441832429174205,1
